file,total_lines,internal_lines,external_lines,internal_ratio
daemon/src/main/res/values-iw/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ja/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ko/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ku/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-lt/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-nl/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-no/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-pl/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-pt-rBR/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-pt/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ro/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ru/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-si/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-sk/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-sv/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-th/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-tr/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-uk/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-ur/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-vi/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-zh-rCN/strings.xml,2,0,2,0.000000
daemon/src/main/res/values-zh-rHK/strings.xml,0,0,0,0.000000
daemon/src/main/res/values-zh-rTW/strings.xml,0,0,0,0.000000
gradle/libs.versions.toml,46,0,46,0.000000
hiddenapi/bridge/.gitignore,1,0,1,0.000000
hiddenapi/bridge/build.gradle.kts,26,0,26,0.000000
hiddenapi/stubs/.gitignore,1,0,1,0.000000
hiddenapi/stubs/src/main/java/android/annotation/NonNull.java,38,0,38,0.000000
hiddenapi/stubs/src/main/java/android/annotation/Nullable.java,44,0,44,0.000000
hiddenapi/stubs/src/main/java/android/app/ActivityThread.java,54,0,54,0.000000
hiddenapi/stubs/src/main/java/android/app/Application.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/app/ContentProviderHolder.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/android/app/ContextImpl.java,6,0,6,0.000000
hiddenapi/stubs/src/main/java/android/app/IActivityController.java,66,0,66,0.000000
hiddenapi/stubs/src/main/java/android/app/IApplicationThread.java,32,0,32,0.000000
hiddenapi/stubs/src/main/java/android/app/IServiceConnection.java,22,0,22,0.000000
hiddenapi/stubs/src/main/java/android/app/LoadedApk.java,23,0,23,0.000000
hiddenapi/stubs/src/main/java/android/app/Notification.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/app/NotificationChannel.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/app/ProfilerInfo.java,23,0,23,0.000000
hiddenapi/stubs/src/main/java/android/app/ResourcesManager.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/AttributionSource.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/BroadcastReceiver.java,5,0,5,0.000000
hiddenapi/stubs/src/main/java/android/content/ComponentName.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/Context.java,15,0,15,0.000000
hiddenapi/stubs/src/main/java/android/content/IIntentReceiver.java,40,0,40,0.000000
hiddenapi/stubs/src/main/java/android/content/IIntentSender.java,34,0,34,0.000000
hiddenapi/stubs/src/main/java/android/content/Intent.java,23,0,23,0.000000
hiddenapi/stubs/src/main/java/android/content/IntentFilter.java,5,0,5,0.000000
hiddenapi/stubs/src/main/java/android/content/IntentSender.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/ApplicationInfo.java,12,0,12,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/BaseParceledListSlice.java,10,0,10,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/IPackageInstaller.java,16,0,16,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/PackageInfo.java,6,0,6,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/PackageInstaller.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/PackageManager.java,10,0,10,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/ParceledListSlice.java,10,0,10,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/ResolveInfo.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/UserInfo.java,6,0,6,0.000000
hiddenapi/stubs/src/main/java/android/content/pm/VersionedPackage.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/res/AssetManager.java,18,0,18,0.000000
hiddenapi/stubs/src/main/java/android/content/res/Configuration.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/res/Resources.java,21,0,21,0.000000
hiddenapi/stubs/src/main/java/android/content/res/ResourcesImpl.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/res/ResourcesKey.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/content/res/TypedArray.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/android/ddm/DdmHandleAppName.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/android/graphics/Movie.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/graphics/drawable/Drawable.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/os/Binder.java,62,0,62,0.000000
hiddenapi/stubs/src/main/java/android/os/Build.java,15,0,15,0.000000
hiddenapi/stubs/src/main/java/android/os/Bundle.java,23,0,23,0.000000
hiddenapi/stubs/src/main/java/android/os/Environment.java,9,0,9,0.000000
hiddenapi/stubs/src/main/java/android/os/Handler.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/os/IBinder.java,33,0,33,0.000000
hiddenapi/stubs/src/main/java/android/os/IInterface.java,6,0,6,0.000000
hiddenapi/stubs/src/main/java/android/os/IPowerManager.java,12,0,12,0.000000
hiddenapi/stubs/src/main/java/android/os/IServiceCallback.java,13,0,13,0.000000
hiddenapi/stubs/src/main/java/android/os/IServiceManager.java,16,0,16,0.000000
hiddenapi/stubs/src/main/java/android/os/Parcel.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/os/Parcelable.java,10,0,10,0.000000
hiddenapi/stubs/src/main/java/android/os/PersistableBundle.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/os/RemoteException.java,8,0,8,0.000000
hiddenapi/stubs/src/main/java/android/os/ResultReceiver.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/os/ServiceManager.java,28,0,28,0.000000
hiddenapi/stubs/src/main/java/android/os/ShellCommand.java,33,0,33,0.000000
hiddenapi/stubs/src/main/java/android/os/UserHandle.java,17,0,17,0.000000
hiddenapi/stubs/src/main/java/android/os/UserManager.java,11,0,11,0.000000
hiddenapi/stubs/src/main/java/android/system/ErrnoException.java,5,0,5,0.000000
hiddenapi/stubs/src/main/java/android/system/Int32Ref.java,15,0,15,0.000000
hiddenapi/stubs/src/main/java/android/system/Os.java,23,0,23,0.000000
hiddenapi/stubs/src/main/java/android/util/DisplayMetrics.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/util/MutableInt.java,9,0,9,0.000000
hiddenapi/stubs/src/main/java/android/util/TypedValue.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/view/IWindowManager.java,17,0,17,0.000000
hiddenapi/stubs/src/main/java/android/webkit/WebViewDelegate.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/webkit/WebViewFactory.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/android/webkit/WebViewFactoryProvider.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/androidx/annotation/IntRange.java,51,0,51,0.000000
hiddenapi/stubs/src/main/java/androidx/annotation/RequiresApi.java,51,0,51,0.000000
hiddenapi/stubs/src/main/java/com/android/internal/os/BinderInternal.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/com/android/internal/os/ZygoteInit.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/com/android/internal/util/XmlUtils.java,14,0,14,0.000000
hiddenapi/stubs/src/main/java/com/android/server/LocalServices.java,8,0,8,0.000000
hiddenapi/stubs/src/main/java/com/android/server/SystemService.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/com/android/server/SystemServiceManager.java,7,0,7,0.000000
hiddenapi/stubs/src/main/java/com/android/server/am/ActivityManagerService.java,14,0,14,0.000000
hiddenapi/stubs/src/main/java/com/android/server/am/ProcessRecord.java,5,0,5,0.000000
hiddenapi/stubs/src/main/java/org/xmlpull/v1/XmlPullParserException.java,4,0,4,0.000000
hiddenapi/stubs/src/main/java/xposed/dummy/XResourcesSuperClass.java,24,0,24,0.000000
hiddenapi/stubs/src/main/java/xposed/dummy/XTypedArraySuperClass.java,20,0,20,0.000000
magisk-loader/magisk_module/META-INF/com/google/android/update-binary,29,0,29,0.000000
magisk-loader/magisk_module/META-INF/com/google/android/updater-script,1,0,1,0.000000
magisk-loader/magisk_module/system.prop,1,0,1,0.000000
magisk-loader/src/main/jni/api/riru.h,125,0,125,0.000000
magisk-loader/src/main/jni/api/zygisk.h,320,0,320,0.000000
services/manager-service/src/main/AndroidManifest.xml,21,0,21,0.000000
services/manager-service/src/main/aidl/org/lsposed/lspd/models/UserInfo.aidl,6,0,6,0.000000
